product_A,product_B,product_C,product_D,product_E,processed_at,cancelled_at,financial_status,person_id,billing_city,billing_state
0,1,0,0,0,2020-04-30 14:53:16 UTC,2020-05-08 10:02:30 UTC,pending,jmXHrAH6wSQD6izt8oOxpqDMJetona8g9hqM5Dujoxw=,São Paulo,São Paulo
0,1,0,0,0,2020-04-30 02:52:21 UTC,2020-05-08 10:02:17 UTC,pending,TjqVnU+ubGE6syWI3M7YpdeLxuA0ZgBetz0fkT9Vwvk=,Brasília,Distrito Federal
0,1,1,0,0,2020-06-28 00:05:28 UTC,2020-07-06 10:43:22 UTC,pending,LZgaPCtf96FhaLh1bxy3FWBczeZFKLc6QJZe0H87VAI=,São Paulo,São Paulo
0,0,2,0,0,2020-06-28 00:12:40 UTC,2020-07-06 10:43:26 UTC,pending,bgWLVtuYpP8txYy3pUMekOrA3QGM3ew7gYrheoW8b7s=,Brasília,Distrito Federal
0,0,1,0,0,2020-06-30 22:27:25 UTC,,paid,cTTOZXMcpTB6b4TX/31laJ1Z3oqqCLM9+Uq8zZ6aJcg=,Santana do Jacaré,Minas Gerais
1,1,1,1,0,2020-07-01 18:24:39 UTC,,paid,dvyVHJDnto2XlXDKhZ/FbtVmzifEkpq6WRf30ESDQDw=,Santa Fé do Sul,São Paulo
0,0,1,0,0,2020-03-16 13:03:21 UTC,,paid,k6MircslIPVGewweZBvReN6NTsjUjh0VduCKxD2nXT0=,Matão,São Paulo
0,0,1,0,0,2020-03-19 02:16:57 UTC,,paid,PmMpFsBQrwTTuQWQ7N7cHiMTdVs86Kd2mHi1kCa3zBc=,Rio de Janeiro,Rio de Janeiro
0,0,1,1,0,2020-03-13 18:39:31 UTC,,paid,0gl7IF8iqJYemuy24BB7lXnWmh4p6vfV07sqPizPtWg=,São Paulo,São Paulo
0,0,1,1,0,2020-03-15 16:01:32 UTC,,paid,vgVkbeKCJYyCqNHYKqzQx8nh7xNyLS+uIFDymudlyA0=,Joinville,Santa Catarina
0,0,1,0,0,2020-05-27 15:00:48 UTC,2020-06-04 10:04:48 UTC,pending,Ve9PQZ2ldUTWt4j5KLHFfC9YspfRtX+1ADJTL3G0+9E=,São Paulo,São Paulo
0,1,1,1,0,2020-05-26 23:52:19 UTC,,paid,2BIN/x+g8HAq7zUT8SbapsI8eojxEptPzLDq0Jeaw74=,Cachoeira de Pajeú,Minas Gerais
0,0,1,1,0,2020-05-18 23:51:51 UTC,,paid,01/qxUR4i2aC8KnxWB9E8PIE5HhdvHzyUuUEcIJNxHw=,Macapá,Amapá
1,0,1,0,0,2020-07-26 14:49:29 UTC,,paid,qCfJhJ4kOxKOlQcyCrlunUfwkjcIxJonsglSb/gQnLw=,Embu das Artes,São Paulo
0,0,1,1,0,2020-04-07 18:59:05 UTC,,paid,NL3BIMZ1dT8extUuuzEUnczV8EDJ2AmF8QYv9flRUS4=,Fortaleza,Ceará
0,0,2,0,0,2020-04-09 17:59:03 UTC,,paid,V9jXSomJEm5517v+ud7z2Ks+3v3hCHLnDBnD1QyYGmw=,Osasco,São Paulo
0,0,1,0,0,2020-04-13 19:37:47 UTC,,paid,VgAFidJl3nEFoh2w/KOWrKBj5WsQcbuK6DYCwwgNUJ0=,São Paulo,São Paulo
0,0,2,1,0,2020-04-10 03:27:36 UTC,,paid,oF5KZyjihQh+EH74SlcTSOR2FNdVn0yACqpcNISvwik=,São Paulo,São Paulo
0,0,1,1,0,2020-01-10 12:01:39 UTC,2020-01-20 10:40:11 UTC,pending,0/U/tzSOCf83k9jm7NgoDT6us+b5s+dIgwKxrQiJRKM=,Rio Grande,Rio Grande do Sul
0,0,1,0,0,2020-01-11 19:36:33 UTC,2020-01-20 10:48:10 UTC,pending,Z4a/9Fw4gI1lvjvnm/at4dGsxT51UVgtM0o9fjKz0RA=,São José,Santa Catarina
0,0,1,1,0,2020-01-13 13:56:54 UTC,,paid,+ABvyP9MTWPNnnjqNWrQx78BG3y2h6oL5sd7ajSagp4=,Salvador,Bahia
0,0,1,1,0,2020-02-26 01:09:55 UTC,2020-03-05 10:04:17 UTC,pending,TG266JMhifgMkJxJ2j9MAQuKEhuAGsZeYaAvOfVSKuA=,São Paulo,São Paulo
0,0,0,1,0,2020-03-02 11:31:18 UTC,,paid,ZWvKmjGW5cMy9toLg2g84rmKi3Yav4ymLkYEVIk5XFg=,Rafard,São Paulo
0,0,1,1,0,2020-03-02 19:59:03 UTC,,paid,k2qb+QKRDay4u/P2WZbI5DEkH5Cnp8j28V3SSb4y7os=,Lorena,São Paulo
0,1,1,1,0,2020-05-20 00:47:41 UTC,,paid,PrApcXhFxj8ajhklsPhAHKzUSie6vWaui/2V1DkBJC0=,Petrópolis,Rio de Janeiro
0,0,1,1,0,2020-03-02 00:16:11 UTC,,paid,Q2ZYhPpFjKkuNd4N/38QeO5JWawy6F4PkLiAZs90onU=,Esteio,Rio Grande do Sul
1,1,0,0,0,2020-06-09 17:32:23 UTC,,paid,CfOYpSAeGSAQ/2AACF0ktIB8u6PMaJPvhGJIgV+3nDk=,Blumenau,Santa Catarina
1,0,0,0,0,2020-06-09 18:09:19 UTC,,paid,xlJnmtnhMUNNkc0xkyK767cZ1/tlN9KMX38KmGdf/KY=,Pelotas,Rio Grande do Sul
1,0,0,0,0,2020-06-09 16:56:48 UTC,,paid,SGUSqOpfw7G9dqFamSaYN1UyyOzf37KdVb3fSoGdfPw=,Cachoeirinha,Rio Grande do Sul
1,0,0,0,0,2020-06-09 12:46:47 UTC,,paid,cVMZoEnYAv6vNLBgrWMHx7P47bAl/gZGspIrghBIVt0=,Nova Lima,Minas Gerais
0,0,1,0,0,2020-02-13 09:46:20 UTC,,paid,S/GtSEoh1qESB2WviZeFiI8MjvhSgDBWHpGD5Aj7c2E=,Jardim,Mato Grosso do Sul
0,0,0,1,0,2020-02-26 01:30:59 UTC,,paid,ub5HYuK4wfnfrHhi+QvbysZ+3R3AKxcOpbCupj6IGc8=,Curitiba,Paraná
0,0,1,1,0,2020-02-23 03:40:30 UTC,,paid,7A6lOm4X885XO8kmqsbtp9/urjh3pgwB7Fdqt7mpwx0=,Rio de Janeiro,Rio de Janeiro
0,0,0,0,1,2020-07-09 03:02:52 UTC,,paid,tosZyS7x8g9V5KhyydFJGYCvO3VFruyeXq77Eei8kMg=,Brasília,Distrito Federal
1,1,1,1,0,2020-08-08 17:06:33 UTC,,paid,u4kBnj2TOQRidppI07VE1y54hq1+7Y+ik+ZOPth9pWY=,Petrolina,Pernambuco
0,0,1,0,0,2020-04-16 14:28:52 UTC,,paid,Ndb3xwM4nJq2SJLr8rs/f/Sahnjk/5pttUMvr+1egkY=,Ribeirão Preto,São Paulo
0,1,1,1,0,2020-05-16 02:58:21 UTC,,paid,4htnkFAGpMb9yLZPD86hTEQGhgTbIIBl/yblWYKoH9Q=,Rio de Janeiro,Rio de Janeiro
0,0,0,1,0,2020-05-18 00:48:18 UTC,,paid,CZwYLLch5/AzBY5a8zM4jxVKPXdsnW3HtOL4Mf7d5b0=,São Paulo,São Paulo
0,0,0,1,0,2020-05-18 05:01:01 UTC,,paid,C8NbUq9+rhSQps/YjbEG8zfgFOChk1ddf7KL4BpJPSg=,São Paulo,São Paulo
0,1,1,0,0,2020-05-13 13:55:57 UTC,,paid,Z+iHxe+8ackf550qTtE+N6sFxcVkFGgQ2yUwn4lFmKQ=,Fortaleza,Ceará
0,0,0,1,0,2020-03-31 20:46:00 UTC,,paid,P0xDcI3wYC6VEbdlmga5DJ02j2VPAeXsK4SDRenn8ic=,Brasília,Distrito Federal
1,1,1,1,0,2020-07-11 04:48:10 UTC,,paid,XSEe8t+3KPZFf3JRkf0bXTS/TBmq3s8uS0dDxbNWPZs=,Manaus,Amazonas
0,0,1,1,0,2020-04-16 01:29:41 UTC,,paid,Lk1VUbVDdM8rWnsVR2W8jdAWbi7tx3X+J0xhD73hmR0=,Recife,Pernambuco
0,1,1,0,0,2020-05-18 11:06:12 UTC,,paid,EiZ17zuiSwIC60mzpKvYH2Cvh71t40nu8ujcWKP2c9A=,São Paulo,São Paulo
1,1,0,0,0,2020-07-01 20:16:26 UTC,,paid,yXuPo0vADTW44v8uPkCAC84lYXaiVOPSVGF8HattWo0=,Brasília,Distrito Federal
0,0,1,1,0,2020-06-04 03:25:42 UTC,,paid,TNoD1Mg/bsRVpb59i8j6VsBW+/1lu59vtqcKlj/zGtI=,São Paulo,São Paulo
0,1,1,0,0,2020-07-28 13:01:28 UTC,2020-08-05 10:03:13 UTC,pending,+TtElO6/KPkHMyAdN50T8NEK+7lNcB76ncG57HYaZiU=,Rio de Janeiro,Rio de Janeiro
1,1,0,1,0,2020-08-03 13:42:43 UTC,,paid,K+btamIVunpb+GrV5aYvAvKH6FjSQFP5J9w0zB2FHSQ=,Belo Horizonte,Minas Gerais
0,0,2,1,0,2020-01-10 21:28:47 UTC,,paid,Gtj6cY2snjwydht4YhHxf687SNtWJiiop5dNZP9E8p4=,São Paulo,São Paulo
0,0,1,0,0,2020-01-11 21:55:36 UTC,,paid,iHRACVdfkZKvgsZ7Xlha2ZuBLAzZblaAd5sDOvV3T0E=,São Paulo,São Paulo
1,0,1,0,0,2020-08-13 12:48:16 UTC,2020-08-21 10:02:58 UTC,pending,ykmur59d6PrGGpbARkZ1oS869ULhlpEF3R45DfcC6Ts=,Navegantes,Santa Catarina
0,0,1,1,0,2020-04-07 21:24:36 UTC,,paid,nMXLtB6GLoUrQvJmZho9dxfpAV1jMvIvJf6xQPU9ve8=,Contagem,Minas Gerais
0,0,1,0,0,2020-04-02 15:27:41 UTC,,paid,UbqZuq4fb5sAVtVPsQ+9mSTBeGLTvHdx/wK88VYn1pc=,Quatro Barras,Paraná
0,0,1,0,0,2020-04-06 01:23:10 UTC,,paid,bizGafTnBkX5Bgvi6d8QdI7o52jFMbklHgamdR23Osw=,Recife,Pernambuco
0,0,1,0,0,2020-01-24 12:18:36 UTC,,paid,Cn9K9tpaQBBgrF2QLEnmTcfjpeis/GZJcSgGHdyfMBc=,São Paulo,São Paulo
0,0,1,1,0,2020-01-02 20:45:05 UTC,,paid,1lxA3/ZTQUG8AfAsK8zfri4DTN4m6LrJuN61kfEav3c=,Queimados,Rio de Janeiro
0,0,1,1,0,2020-01-03 15:22:54 UTC,,paid,EIFXPlDGAFZNvNpXis/Gf2iw05xJtl/AVi4YuyJdZZA=,Rio de Janeiro,Rio de Janeiro
0,0,0,1,0,2020-01-06 15:57:48 UTC,,paid,ZEetwY4azOPf1yG8LiSFPQjX/Eilx02uBDMecTmYedM=,São Paulo,São Paulo
0,0,0,1,0,2020-01-04 11:51:04 UTC,,paid,tO16PJZH4UH1sPvA2hCAYXZR8lPlWwFyVmt5LXEVaSQ=,Campinas,São Paulo
0,1,1,0,0,2020-06-10 20:10:13 UTC,,paid,hjc736xLsPvKQBGaWxnjyT3RKChZMwSOh/fcTvk2ko0=,São José dos Campos,São Paulo
0,1,1,1,0,2020-06-09 17:08:30 UTC,,paid,1w4QvA64lfP0jsC4NZcArWngT2GJ8lXCWM4hk46+0vs=,Goiânia,Goiás
1,0,0,0,0,2020-06-10 15:19:37 UTC,,paid,HfbkcsiCZKTEwgU6x9dlV1Qra5y1F1Zkds/Q8OcgKVE=,Belo Horizonte,Minas Gerais
1,0,1,0,0,2020-06-11 13:13:28 UTC,,paid,Tj7bSvYbf8x8K98uoAVmMpmFH9o95pvwep2NyJAAFAo=,Curitiba,Paraná
1,0,0,1,0,2020-06-09 15:25:29 UTC,,paid,j099QwmW5aitgArHXlRzhKyj1p/vQFhR40AreML8I0I=,Rio de Janeiro,Rio de Janeiro
0,0,1,1,0,2020-05-05 21:26:47 UTC,,paid,zf3QmiYgQ7crKJioUFOD2/GWLsPvf7HqO/+F1wkMGd8=,Brasília,Distrito Federal
0,1,1,0,0,2020-05-02 21:41:02 UTC,,paid,iSI+jIKeegnnxAUp+rzuTz4Ic1gb70oQD2mEc6XLAro=,Valparaíso de Goiás,Goiás
1,1,1,1,0,2020-07-13 23:53:02 UTC,2020-07-21 10:25:57 UTC,pending,nc6EEZuJHUKNbybaX/1JT/pOv8st/LVEzMxU/ISCtg8=,São José dos Campos,São Paulo
1,0,1,0,0,2020-07-19 20:47:02 UTC,,paid,zsixCPW6D/9PPfaV0BBNZ62RBcQ/P0kZAgWUruQQiW4=,São Bernardo do Campo,São Paulo
1,1,0,0,0,2020-07-18 23:09:06 UTC,,paid,CasU8B5qf8/n9R68D4Gk0waI+msEutb8L6frRzqjvOU=,Itapetininga,São Paulo
0,1,0,1,0,2020-05-07 20:54:30 UTC,,paid,NzOUv1W/Ssckj29yED41sRe1O89CH7XBuSNEyWBaCbU=,São Paulo,São Paulo
0,1,1,0,0,2020-05-07 12:06:55 UTC,,paid,E8VWgbhXpDU+HSx05UHAJYDbHtejdeZ1beha4DEa+1w=,Jundiaí,São Paulo
0,1,1,0,0,2020-05-07 14:15:29 UTC,,paid,MeoVHaW0cMJfHmNw578NRHFuvU0hOeG50J25nwlmmo0=,Ribeirão Preto,São Paulo
0,1,0,0,0,2020-05-08 12:31:40 UTC,,paid,kxQLtqewak5BL6Tfi9gqEb0+SUIsoTvp1JE5NUzC3WA=,Santos,São Paulo
0,0,1,0,0,2020-04-23 00:32:12 UTC,2020-05-04 10:08:40 UTC,pending,Xjr1/WUixRSzzsetg0wKTCkjKX28TYMGMF0hnP/R9lY=,Iturama,Minas Gerais
0,0,2,0,0,2020-04-24 20:23:38 UTC,2020-05-04 10:16:14 UTC,pending,oiiM9CD/eWM9kuCCjUtQ1wULfUcIVID6bvvXvR7cd54=,Contagem,Minas Gerais
0,1,0,0,0,2020-04-28 17:03:09 UTC,,paid,edXxI3zoegDugzXZOCs1peiYorJSdW3dKLiWO27h3u8=,Camaçari,Bahia
0,0,1,0,0,2020-03-15 03:57:25 UTC,,paid,baDlNzX2xY+wBQwczqz2SloISAG42VnWXnRONUws1tk=,Santa Maria,Rio Grande do Sul
0,0,1,1,0,2020-02-20 03:09:00 UTC,2020-02-28 10:02:04 UTC,pending,pR2QNAwrB3POx4c+3/n5TwbagKv9gS86wfniBc6M8Ac=,Joinville,Santa Catarina
0,0,1,1,0,2020-02-22 20:09:29 UTC,,paid,uZT3a4tp4mKvSJS3zPyC7n7shjgU5DL19dXlzTV0YR0=,Indaiatuba,São Paulo
0,0,1,1,0,2020-02-27 00:42:19 UTC,,paid,SB1ohRmtEIxRYuJk5g2mHbJs1fZPZqRN/Z2s4msyi64=,Curitiba,Paraná
0,0,1,1,0,2020-02-18 05:01:40 UTC,,paid,cBphvVC9j7S7p0p3cvE6VU3+2yiO8qh4c4j9G6H5uAw=,São Gonçalo,Rio de Janeiro
0,0,1,1,0,2020-05-14 20:25:50 UTC,2020-05-22 10:05:03 UTC,pending,m4XICVhWXFx/4BzHrfx8rNuTmeslEPFuESgzmvPnekk=,Belém,Pará
0,0,1,0,0,2020-05-19 18:10:22 UTC,,paid,YQIYTaB5X2xwhSKbn/0z8Qrc3enf5hhAQt3wD9Ey57M=,Rio de Janeiro,Rio de Janeiro
0,1,0,0,0,2020-05-06 17:12:54 UTC,,paid,mRgheN9ZMBnIa9YSojQTioLxJO2xrqCOCA0mQWZbdeU=,Belém,Pará
0,0,1,0,0,2020-02-13 16:01:53 UTC,2020-02-21 10:03:32 UTC,pending,YJSWY77IE74sMe8rLFROeIBNSFJfP/qrj022jo2T6+c=,Brasília,Distrito Federal
0,0,1,1,0,2020-02-20 02:08:28 UTC,,paid,hkBvtmcCkEviurzVHrDJfBOr0LZfhHG6RXmqpndzxNk=,São Paulo,São Paulo
0,0,1,0,0,2020-02-14 11:52:10 UTC,,paid,yjLRS/FvKWASCgK3viK6pMH7Lfayi9rrqEm3r9b1tjA=,Passo Fundo,Rio Grande do Sul
0,0,1,1,0,2020-02-23 18:33:47 UTC,,paid,dCgS2ay78Mfqx0gL7dRbPK0KOydAOxzZzL1iFFkhUsM=,Barcarena,Pará
0,0,1,1,0,2020-02-29 23:21:14 UTC,,paid,c3E9G6D+SENtLWMK9EzjaXB2cdSKzcy/dSn2ewykkzI=,Telêmaco Borba,Paraná
